record_id,resource_name,author_name,url,resource_subtype,final_readiness_index_tier,final_tier_reason_details,relevance_status,documentation_status_clean,license_status_clean,subject_area,grade_span,grade_span_group,population_stakeholder,educational_use_case,license_status,documentation_status,row_count_or_size,author_institution,institution_country,artifact_location,original_information,dataset_artifact_status,dataset_artifact_evidence,public_good_dataset_confidence,public_good_dataset_confidence_reason,discovery_date,discovery_source,notes,publication_date,fit_score,is_downloadable,verification_note
hf_datasetfocused_de5ab8d03fb4,AI4Chem/C-MHChem-Benchmark-Chinese-Middle-high-school-Chemistry-Test,,https://huggingface.co/datasets/AI4Chem/C-MHChem-Benchmark-Chinese-Middle-high-school-Chemistry-Test,Benchmark,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Chemistry,Middle and high school,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Chemistry exam benchmark; education-oriented model evaluation,Open (MIT),Sufficient for review,488,AI4Chem,China,Hugging Face dataset repository,"Evidence: ## Introduction C-MHChem-Benchmark-Chinese-Middle-high-school-Chemistry-Test is a High-quality single-choice full-human-writen Benchmark of 600 entries collected from Chinese Chemistry test of middle and high schools past 25 years. C-MHChem 是一个包含了600个高质量的全人工编写的单选题测评基准，收集自过去25年间中国各地初高中中高考测试题目。 ## Citation ``` @misc{zhang2024chemllm, title={ChemLLM: A Chemical Large Language Model}, author={Di Zhang and Wei Liu and Qian Tan and Jingdan Chen and Hang Yan and Yuliang Yan and Jiatong Li and Weiran Huang and Xiangyu Yue and Dongzhan Zhou and Shufei Zhang and Mao Su and Hansen Zhong and Yuqiang Li an | Artifact: Hugging Face dataset repository | Notes: Added from dataset-focused Hugging Face discovery. Retained because it contains authentic Chinese middle/high-school chemistry exam items and is reusable as an education-specific benchmark dataset. Datasets are in Chinese",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,2024-04-22,,True,v18 - verified
external_ncte_transcripts_demszky_hill_2023,NCTE Transcripts (Demszky & Hill 2023),,https://github.com/ddemszky/classroom-transcript-analysis,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Mathematics; classroom discourse,Grades 4-5,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Elementary math classroom transcript analysis; dialogic discourse annotations,Open (MIT),Sufficient for review,1660,Demszky & Hill / National Center for Teacher Effectiveness,USA,GitHub repository; access via Google Form,Evidence: Elementary 4th-5th grade math classroom transcripts from NCTE with turn-level discourse annotations and related classroom/student measures. | Artifact: GitHub repository; access via Google Form | Notes: Added from targeted education-dataset review. Canonical K-12 classroom transcript corpus; access is controlled but free.,Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,2022-10-12,,True,v18 - verified
external_talkmoves_sumnerlab_2022,TalkMoves,,https://github.com/SumnerLab/TalkMoves,Dataset,Near Ready: license insufficient; relevance + documentation clear,Near Ready: license insufficient; relevance + documentation clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Noncommercial/reuse constrained.,Strong K-12 relevance,Sufficient documentation,Noncommercial/reuse constrained,Mathematics; classroom discourse,K-12,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Annotated mathematics lesson transcripts; accountable talk / dialogic moves,Non-commercial (CC BY-NC-SA 4.0),Sufficient for review,567,"Sumner Lab, University of Colorado Boulder",USA,GitHub repository,Evidence: K-12 mathematics lesson transcripts annotated for teacher/student discursive moves and dialogue acts. | Artifact: GitHub repository | Notes: Added from targeted education-dataset review. Human-transcribed and human-annotated K-12 mathematics lesson transcripts.,Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2021-07-19,,True,v18 - verified
hf_dataset_masharma_convolearn,masharma/convolearn,,https://huggingface.co/datasets/masharma/convolearn,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Science; tutoring dialogue,Middle school,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Middle-school Earth Science tutor-student dialogue; pedagogical dimensions,Open (MIT),Sufficient for review,1250,ConvoLearn,USA,Hugging Face dataset repository,Evidence: ConvoLearn: tutor-student dialogues in middle school Earth Science with pedagogical dimensions such as cognitive engagement and formative assessment. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. ConvoLearn provides tutor-student dialogues grounded in middle-school Earth Science and learning-science dimensions.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,2026-01-07,,True,v18 - verified
hf_dataset_laion_school_bud_e,laion/School_BUD-E,,https://huggingface.co/datasets/laion/School_BUD-E,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject; German curriculum,K-12,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,German curriculum/textbook content for educational assistant development,Open (CC BY 4.0),Minimal / none,,LAION,Germany,Hugging Face dataset repository,"Evidence: German K-12 dataset for BUD-E educational assistant including Hamburg curriculum topics, textbook titles, teaching text, poems, subject instruction parquets, and dialogues. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. German K-12 educational content for BUD-E; verify component provenance.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-03-26,,True,v18 - verified
hf_dataset_iastate_onestop_english,iastate/onestop_english,,https://huggingface.co/datasets/iastate/onestop_english,Dataset,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because it is a readability/text simplification corpus; useful for education research but direct K-12 public-good use needs verification.,Education relevance broader or unclear,Sufficient documentation,Open but needs terms verification,English language learning; readability,Elementary / intermediate / advanced language levels,Other / unclear stated grade,multilingual / language learners; teachers / educators; researchers / developers,Text simplification / readability corpus for English learners,Open (CC BY-SA 4.0; verify),Sufficient for review,189,Iowa State / OneStopEnglish corpus,United States / United Kingdom,Hugging Face dataset repository,"Evidence: OneStopEnglish corpus: Guardian articles rewritten at Elementary, Intermediate, and Advanced levels for English learners. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. Widely used corpus with articles rewritten at three reading levels for ESL learners.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2022-03-02,,True,v18 - verified
hf_dataset_iblai_khanacademy_transcripts,iblai/ibl-khanacademy-transcripts,,https://huggingface.co/datasets/iblai/ibl-khanacademy-transcripts,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject; instructional video transcripts,K-12 / mixed,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Khan Academy instructional video transcripts,Open (MIT),Minimal / none,,iblai / Khan Academy source content,Not specified,Hugging Face dataset repository,Evidence: Khan Academy transcript dataset; verify license and exact scope before reuse. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. Transcripts of openly available Khan Academy YouTube videos.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-01-03,,True,v18 - verified
hf_dataset_ysdede_khanacademy_turkish_math,ysdede/khanacademy-turkish-math,,https://huggingface.co/datasets/ysdede/khanacademy-turkish-math,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Mathematics; Turkish language,K-12 / mixed,K-12 or pre-K-12,students / learners; Turkish language learners; teachers / educators; researchers / developers,Turkish Khan Academy math content,Open (CC BY-SA 3.0),Minimal / none,,ysdede / Khan Academy source content,Turkey,Hugging Face dataset repository,"Evidence: Turkish Khan Academy math dataset; verify license, data modality, and grade/subject coverage. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. Turkish Khan Academy math content improves non-English K-12 coverage.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-12-12,,True,v18 - verified
hf_dataset_ysdede_khanacademy_turkish_audio,ysdede/khanacademy-turkish,,https://huggingface.co/datasets/ysdede/khanacademy-turkish,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject; Turkish language; audio,K-12 / mixed,K-12 or pre-K-12,students / learners; Turkish language learners; teachers / educators; researchers / developers,Segmented Turkish Khan Academy audio/transcript content,Open (CC BY-SA 3.0),Minimal / none,,ysdede / Khan Academy source content,Turkey,Hugging Face dataset repository,"Evidence: Turkish Khan Academy audio, segmented/aligned; useful for non-English educational speech/audio coverage. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. First clear audio-oriented record in inventory; verify scope and license.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-12-12,,True,v18 - verified
hf_dataset_coild_aikosh_education,coild-aikosh/Education,,https://huggingface.co/datasets/coild-aikosh/Education,Dataset,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because it is an education-domain multilingual corpus; direct K-12 public-good use needs verification.,Education relevance broader or unclear,Partial documentation,Open/reusable license,Cross-subject; Indian languages,K-12 / textbook-style,K-12 or pre-K-12,students / learners; teachers / educators; multilingual / language learners; researchers / developers,Parallel education-domain corpus across Indian languages,Open (CC BY 4.0),Partial,,coild-aikosh,India,Hugging Face dataset repository,"Evidence: Education-domain parallel corpus focused on textbook-style History, Geography, Chemistry, Biology and related content across Indian languages. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. Hindi-to-Indian-language education-domain parallel corpus; verify license and source provenance.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-08-15,,True,v18 - verified
external_persuade_corpus,PERSUADE corpus,,https://learlab.org/data/,Dataset,Near Ready: license insufficient; relevance + documentation clear,Near Ready: license insufficient; relevance + documentation clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open but needs terms verification.,Strong K-12 relevance,Sufficient documentation,Open but needs terms verification,English language arts / writing,Grades 6-12,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Argumentative writing / discourse element annotation / essay scoring,Open (verify terms),Sufficient for review,"25,000+ essays",Georgia State LEAR Lab / PERSUADE,United States,LEAR Lab external data page,"Evidence: PERSUADE contains 25,000+ grades 6-12 essays annotated for argumentative/discourse elements, relationships, holistic quality, and demographic information. | Artifact: LEAR Lab external data page | Notes: Added from targeted education-dataset review. Large-scale U.S. grades 6-12 student writing corpus with discourse and quality annotations.",Dataset/artifact likely available,Captured metadata/README includes dataset/artifact terms or file/data evidence.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,,,True,v18 - verified
external_ellipse_corpus,ELLIPSE corpus,,https://github.com/scrosseye/ELLIPSE-Corpus,Dataset,Near Ready: license insufficient; relevance + documentation clear,Near Ready: license insufficient; relevance + documentation clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Noncommercial/reuse constrained.,Strong K-12 relevance,Sufficient documentation,Noncommercial/reuse constrained,English language arts / writing; English language learners,Grades 8-12,K-12 or pre-K-12,students / learners; multilingual / language learners; teachers / educators; researchers / developers,ELL writing assessment / analytic proficiency scoring,Non-commercial (CC BY-NC-SA 4.0),Sufficient for review,"6,500+ essays",Crossley et al. / ELLIPSE/Vanderbilt University,USA,GitHub repository,Evidence: ELLIPSE corpus contains essays from grades 8-12 English Language Learners under standardized testing conditions with holistic/analytic proficiency scores. | Artifact: GitHub repository | Notes: Added from targeted education-dataset review. U.S. grades 8-12 English learner essays with proficiency scores and demographic data.,Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2023-02-17,,True,v18 - verified
hf_dataset_nahed_evaluating_student_writing,NahedAbdelgaber/evaluating-student-writing,,https://huggingface.co/datasets/NahedAbdelgaber/evaluating-student-writing,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,No license or needs verification,English language arts / writing,Grades 6-12,K-12 or pre-K-12,students / learners; teachers / educators; researchers / developers,Argumentative writing / discourse element annotation,No license specified,Minimal / none,,NahedAbdelgaber / Kaggle Feedback Prize source,United States,Hugging Face dataset repository,Evidence: Kaggle Feedback Prize / evaluating student writing dataset with argumentative element annotations for grades 6-12 student essays. | Artifact: Hugging Face dataset repository | Notes: Added from targeted education-dataset review. HF copy of Kaggle Feedback Prize student writing dataset; verify whether to keep separately from PERSUADE.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2022-03-02,,True,v18 - verified
new_3c4b72683bc5,"LLM-Driven Service Composition Benchmark: A 100-Service, 58-Task Registry with Ground-Truth Plans and Cross-Model Evaluation Res",IEEE Dataport - Education Datasets,https://ieee-dataport.org/documents/llm-driven-service-composition-benchmark-100-service-58-task-registry-ground-truth-plans,Model,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,49.0,False,Unverified source (needs manual review)
new_f9a64346c074,#science,DrivenData Competitions,https://www.drivendata.org/competitions/search/?type=science,Competition,Not Reviewed: newly discovered,,Needs review,,,Science,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,44.0,False,Unverified source (needs manual review)
new_333a767f3a8e,Lost in Transcription: Advancing Speech Recognition for Underserved Linguistic Contexts,DrivenData Competitions,https://competitions.mozilladatacollective.com/competitions/1/lost-in-transcription/,Competition,Not Reviewed: newly discovered,,Needs review,,,Classroom discourse,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,44.0,False,Unverified source (needs manual review)
new_7d01544d1b43,TSA-CoS Dance Performance Evaluation Dataset: Paired Reference and User Dance Videos with Pose Landmarks,IEEE Dataport - Education Datasets,https://ieee-dataport.org/documents/tsa-cos-dance-performance-evaluation-dataset-paired-reference-and-user-dance-videos-pose,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,43.0,False,Unverified source (needs manual review)
new_e6611088c97a,Adversity Response Profile- Indian Higher Education Institutions to evaluate Adversity Quotient (AQ),IEEE Dataport - Education Datasets,https://ieee-dataport.org/documents/adversity-response-profile-indian-higher-education-institutions-evaluate-adversity-0,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,37.0,False,Unverified source (needs manual review)
new_c23da0b7426b,"How enabling two settings tripled our scores on the ARC-AGI-3 benchmark Research Jul 29, 2026",OpenAI - Research Blog,https://openai.com/index/how-two-settings-tripled-our-arc-agi-3-scores/,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,37.0,False,Unverified source (needs manual review)
new_c980e704c7c9,UAS-Based Hyperspectral Imaging of an Unstructured Prairie with Georeferenced Live Fuel Moisture Measurements,IEEE Dataport - Education Datasets,https://ieee-dataport.org/documents/uas-based-hyperspectral-imaging-unstructured-prairie-georeferenced-live-fuel-moisture,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,37.0,False,Unverified source (needs manual review)
new_fda8368645bd,"Accelerating scientific discovery with ChatGPT for Academic Researchers Company Jul 29, 2026",OpenAI - Research Blog,https://openai.com/index/chatgpt-for-academic-researchers/,Dataset,Not Reviewed: newly discovered,,Needs review,,,Science,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,36.0,False,Unverified source (needs manual review)
new_df405e7c812c,"Scientific computing in the age of agentic AI Publication Jul 28, 2026",OpenAI - Research Blog,https://openai.com/index/scientific-computing-agentic-ai/,Dataset,Not Reviewed: newly discovered,,Needs review,,,Science,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,36.0,False,Unverified source (needs manual review)
new_ad44fead4a80,"13,000+ Datasets:",IEEE Dataport - Education Datasets,https://ieee-dataport.org/datasets,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,34.0,False,Unverified source (needs manual review)
new_0ab89e1c313f,2+TB Data Storage:,IEEE Dataport - Education Datasets,https://ieee-dataport.org/submit-dataset,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,34.0,False,Unverified source (needs manual review)
new_18dde78ca5cd,Active User Community:,IEEE Dataport - Education Datasets,https://ieee-dataport.org/news/share-your-research-data-world-through-ieee-dataport,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,34.0,False,Unverified source (needs manual review)
new_4b6d07ba60f3,All projects,AI2 (Allen Institute for AI) - Publications,https://allenai.org/ai-for-science,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,AI2 (Allen Institute for AI) - Publications,AI research & datasets lead from AI2 (Allen Institute for AI) - Publications.,,34.0,False,Unverified source (needs manual review)
new_7cbdd5d5a85b,Datasets,Papers With Code - Education,https://paperswithcode.com/datasets,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Papers With Code - Education,ML research & code platform lead from Papers With Code - Education.,,34.0,False,Unverified source (needs manual review)
new_a38be9393391,Deep Learning-Based Phaseless Near-Field to Near-Field Transformation via Joint Height-Frequency Embedding,IEEE Dataport - Education Datasets,https://ieee-dataport.org/documents/deep-learning-based-phaseless-near-field-near-field-transformation-joint-height-frequency,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,IEEE Dataport - Education Datasets,IEEE research data platform lead from IEEE Dataport - Education Datasets.,,34.0,False,Unverified source (needs manual review)
new_875f4ae99dfb,Models,Papers With Code - Education,https://paperswithcode.com/models,Model,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Papers With Code - Education,ML research & code platform lead from Papers With Code - Education.,,34.0,False,Unverified source (needs manual review)
new_b9944cc0bd29,Semantic Scholar,AI2 (Allen Institute for AI) - Publications,https://www.semanticscholar.org,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,AI2 (Allen Institute for AI) - Publications,AI research & datasets lead from AI2 (Allen Institute for AI) - Publications.,,34.0,False,Unverified source (needs manual review)
new_7bfe908c108f,"What&#x27;s Up, Docs? Document Summarization with LLMs",DrivenData Competitions,https://www.drivendata.org/competitions/297/whats-up-docs/,Model,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,34.0,False,Unverified source (needs manual review)
new_66587bd70e8d,#development,DrivenData Competitions,https://www.drivendata.org/competitions/search/?type=development,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_914ccbacbbb2,#health,DrivenData Competitions,https://www.drivendata.org/competitions/search/?type=health,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_0059f474d873,Competition,DrivenData Competitions,https://www.drivendata.org/competitions/search/?category=,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_8d367e2ae545,DaT Parkinson&#x27;s Challenge,DrivenData Competitions,https://www.drivendata.org/competitions/311/dat-parkinsons-challenge/,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_8e11e0f102d2,SNOMED CT Entity Linking Benchmark,DrivenData Competitions,https://www.drivendata.org/benchmarks/310/benchmark-snomed-ct/,Benchmark,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_a5097c7e3ef0,Sign up,DrivenData Competitions,https://www.drivendata.org/accounts/signup/?next=/competitions/,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_1027bfc42074,Trace the Ace,DrivenData Competitions,https://platform.k12-ai-infrastructure.org/competitions/3/tutoring-outcomes/,Competition,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,DrivenData Competitions,Competition / benchmark lead from DrivenData Competitions.,,31.0,False,Unverified source (needs manual review)
new_5e8de1848e85,AI Adoption,OpenAI - Research Blog,https://openai.com/news/ai-adoption/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_ef47a8e86a8f,"Advancing the price-performance frontier with GPT 5.6 Product Jul 30, 2026",OpenAI - Research Blog,https://openai.com/index/advancing-the-price-performance-frontier-with-gpt-5-6/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_a7c6e5eeab49,Applied AI,OpenAI - Research Blog,https://openai.com/news/applied-ai/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_6ff1de199d57,"Building abundant intelligence Company Jul 31, 2026",OpenAI - Research Blog,https://openai.com/index/building-abundant-intelligence/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_b2c3fcf7c63e,Business,OpenAI - Research Blog,https://openai.com/business/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_1c27eeffd2b1,Company,OpenAI - Research Blog,https://openai.com/about/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_864c032de36d,Company,OpenAI - Research Blog,https://openai.com/news/company-announcements/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_ed06a72d0b62,Curriculum Sync,Learning Commons Knowledge Graph,https://learningcommons.org/curriculum-sync/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Learning Commons Knowledge Graph,Open infrastructure lead from Learning Commons Knowledge Graph.,,26.0,False,Unverified source (needs manual review)
new_bda99478313b,Daily Papers,Papers With Code - Education,https://paperswithcode.com/papers,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,Papers With Code - Education,ML research & code platform lead from Papers With Code - Education.,,26.0,False,Unverified source (needs manual review)
new_ec42cb9470bb,Developers,OpenAI - Research Blog,https://openai.com/api/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
new_1c1dfbac38d4,Engineering,OpenAI - Research Blog,https://openai.com/news/engineering/,Dataset,Not Reviewed: newly discovered,,Needs review,,,General,,,,,,,,,,,,,,,,2026-07-31,OpenAI - Research Blog,AI education resources lead from OpenAI - Research Blog.,,26.0,False,Unverified source (needs manual review)
